Mfr Name,Name,Carline,MPG
General Motors,CRUZE LIMITED,General Motors - Midsize Cars,29
General Motors,CRUZE LIMITED ECO,General Motors - Midsize Cars,31
General Motors,CRUZE LIMITED ECO,General Motors - Midsize Cars,33
Quantum Fuel System,Impala Bi-Fuel (CNG),Quantum Fuel System - Midsize Cars,20
General Motors,MALIBU,General Motors - Midsize Cars,31
General Motors,MALIBU,General Motors - Midsize Cars,46
General Motors,MALIBU,General Motors - Midsize Cars,26
General Motors,MALIBU LIMITED,General Motors - Midsize Cars,27
General Motors,SONIC 5 RS,General Motors - Midsize Cars,28
General Motors,SONIC 5 RS,General Motors - Midsize Cars,30
FCA US LLC,200,FCA US LLC - Midsize Cars,28
FCA US LLC,200,FCA US LLC - Midsize Cars,28
FCA US LLC,200,FCA US LLC - Midsize Cars,23
FCA US LLC,200 AWD,FCA US LLC - Midsize Cars,22
FCA US LLC,Challenger,FCA US LLC - Midsize Cars,23
FCA US LLC,Challenger,FCA US LLC - Midsize Cars,19
FCA US LLC,Challenger,FCA US LLC - Midsize Cars,18
FCA US LLC,Challenger,FCA US LLC - Midsize Cars,18
FCA US LLC,Challenger,FCA US LLC - Midsize Cars,17
FCA US LLC,Challenger SRT8,FCA US LLC - Midsize Cars,16
FCA US LLC,Challenger SRT8,FCA US LLC - Midsize Cars,16
FCA US LLC,Challenger SRT8,FCA US LLC - Midsize Cars,18
FCA US LLC,Challenger SRT8,FCA US LLC - Midsize Cars,17
FCA US LLC,Dart,FCA US LLC - Midsize Cars,31
FCA US LLC,Dart,FCA US LLC - Midsize Cars,27
FCA US LLC,Dart,FCA US LLC - Midsize Cars,29
FCA US LLC,Dart,FCA US LLC - Midsize Cars,27
FCA US LLC,Dart,FCA US LLC - Midsize Cars,27
FCA US LLC,Dart Aero,FCA US LLC - Midsize Cars,32
FCA US LLC,Dart Aero,FCA US LLC - Midsize Cars,32
FCA US LLC,Dart GT,FCA US LLC - Midsize Cars,26
FCA US LLC,Dart GT,FCA US LLC - Midsize Cars,27
Ferrari,FF,Ferrari - Midsize Cars,13
Ferrari,FF,Ferrari - Midsize Cars,13
Ford Motor Company,FOCUS RS AWD,Ford Motor Company - Midsize Cars,22
Ford Motor Company,Focus ST FWD,Ford Motor Company - Midsize Cars,25
Ford Motor Company,FUSION AWD,Ford Motor Company - Midsize Cars,25
Ford Motor Company,FUSION FWD,Ford Motor Company - Midsize Cars,28
Ford Motor Company,FUSION FWD,Ford Motor Company - Midsize Cars,29
Ford Motor Company,FUSION FWD,Ford Motor Company - Midsize Cars,26
Ford Motor Company,FUSION FWD,Ford Motor Company - Midsize Cars,26
Ford Motor Company,FUSION HYBRID FWD,Ford Motor Company - Midsize Cars,42
Honda,ACCORD,Honda - Midsize Cars,31
Honda,ACCORD,Honda - Midsize Cars,30
Honda,ACCORD,Honda - Midsize Cars,27
Honda,ACCORD,Honda - Midsize Cars,26
Honda,ACCORD,Honda - Midsize Cars,25
Honda,ACCORD,Honda - Midsize Cars,22
Honda,CIVIC 4Dr,Honda - Midsize Cars,35
Honda,CIVIC 4Dr,Honda - Midsize Cars,35
Honda,CIVIC 4Dr,Honda - Midsize Cars,31
Hyundai,Elantra,Hyundai - Midsize Cars,32
Hyundai,Elantra,Hyundai - Midsize Cars,31
Hyundai,Elantra,Hyundai - Midsize Cars,28
Hyundai,Elantra,Hyundai - Midsize Cars,28
Hyundai,Elantra GT,Hyundai - Midsize Cars,27
Hyundai,Elantra GT,Hyundai - Midsize Cars,27
Hyundai,Elantra Limited,Hyundai - Midsize Cars,31
Hyundai,Sonata HYBRID,Hyundai - Midsize Cars,41
Hyundai,Sonata HYBRID SE,Hyundai - Midsize Cars,42
Nissan,Q70,Nissan - Midsize Cars,21
Nissan,Q70,Nissan - Midsize Cars,19
Nissan,Q70 AWD,Nissan - Midsize Cars,20
Nissan,Q70 AWD,Nissan - Midsize Cars,18
Nissan,Q70 HYBRID,Nissan - Midsize Cars,31
Jaguar Land Rover L,XF,Jaguar Land Rover L - Midsize Cars,24
Jaguar Land Rover L,XF AWD,Jaguar Land Rover L - Midsize Cars,23
Kia,Forte,Kia - Midsize Cars,31
Kia,Forte,Kia - Midsize Cars,30
Kia,Forte,Kia - Midsize Cars,28
Kia,Optima HYBRID,Kia - Midsize Cars,38
Kia,Optima HYBRID EX,Kia - Midsize Cars,37
Toyota,ES 300h,Toyota - Midsize Cars,40
Toyota,ES 350,Toyota - Midsize Cars,24
Toyota,GS 200t,Toyota - Midsize Cars,26
Toyota,GS 200t F SPORT,Toyota - Midsize Cars,24
Toyota,GS 350,Toyota - Midsize Cars,23
Toyota,GS 350 AWD,Toyota - Midsize Cars,22
Toyota,GS 350 F SPORT,Toyota - Midsize Cars,22
Toyota,GS 450h,Toyota - Midsize Cars,31
Toyota,LS 460,Toyota - Midsize Cars,19
Toyota,LS 460 AWD,Toyota - Midsize Cars,18
Toyota,LS 460 L,Toyota - Midsize Cars,19
Toyota,LS 460 L AWD,Toyota - Midsize Cars,18
Toyota,LS 600h L,Toyota - Midsize Cars,20
Ford Motor Company,MKZ AWD,Ford Motor Company - Midsize Cars,25
Ford Motor Company,MKZ AWD,Ford Motor Company - Midsize Cars,20
Ford Motor Company,MKZ FWD,Ford Motor Company - Midsize Cars,26
Ford Motor Company,MKZ FWD,Ford Motor Company - Midsize Cars,22
Ford Motor Company,MKZ HYBRID FWD,Ford Motor Company - Midsize Cars,40
Maserati,Ghibli  S RWD,Maserati - Midsize Cars,19
Maserati,Ghibli V6 Rear Wheel Drive (RWD),Maserati - Midsize Cars,19
Maserati,Ghibli V6 SQ4 AWD,Maserati - Midsize Cars,19
MAZDA,MAZDA 6,MAZDA - Midsize Cars,32
MAZDA,MAZDA 6,MAZDA - Midsize Cars,31
MAZDA,MAZDA 6,MAZDA - Midsize Cars,29
MAZDA,MAZDA3 5-Door,MAZDA - Midsize Cars,33
MAZDA,MAZDA3 5-Door,MAZDA - Midsize Cars,33
MAZDA,MAZDA3 5-Door,MAZDA - Midsize Cars,32
MAZDA,MAZDA3 5-Door,MAZDA - Midsize Cars,31
MAZDA,MAZDA3 5-Door,MAZDA - Midsize Cars,29
Mercedes-Benz,AMG E 63 4MATIC,Mercedes-Benz - Midsize Cars,19
Mercedes-Benz,AMG E 63 S 4MATIC,Mercedes-Benz - Midsize Cars,18
Mercedes-Benz,E 250 BLUETEC,Mercedes-Benz - Midsize Cars,33
Mercedes-Benz,E 250 BLUETEC 4MATIC,Mercedes-Benz - Midsize Cars,31
Mercedes-Benz,E 350,Mercedes-Benz - Midsize Cars,23
Mercedes-Benz,E 350,Mercedes-Benz - Midsize Cars,23
Mercedes-Benz,E 350 4MATIC,Mercedes-Benz - Midsize Cars,23
Mercedes-Benz,E 350 4MATIC,Mercedes-Benz - Midsize Cars,23
Mercedes-Benz,E 400,Mercedes-Benz - Midsize Cars,23
Mercedes-Benz,E 400 4MATIC,Mercedes-Benz - Midsize Cars,23
Mercedes-Benz,E 550 4MATIC,Mercedes-Benz - Midsize Cars,21
BMW,Mini Cooper Clubman,BMW - Midsize Cars,28
BMW,Mini Cooper Clubman,BMW - Midsize Cars,28
BMW,Mini Cooper S Clubman,BMW - Midsize Cars,27
BMW,Mini Cooper S Clubman,BMW - Midsize Cars,26
Nissan,ALTIMA,Nissan - Midsize Cars,31
Nissan,ALTIMA 3.5,Nissan - Midsize Cars,26
Nissan,ALTIMA SR,Nissan - Midsize Cars,30
Nissan,MAXIMA,Nissan - Midsize Cars,25
Nissan,SENTRA,Nissan - Midsize Cars,32
Nissan,SENTRA,Nissan - Midsize Cars,30
Nissan,SENTRA FE+,Nissan - Midsize Cars,34
Rolls-Royce,Wraith,Rolls-Royce - Midsize Cars,15
Toyota,iM,Toyota - Midsize Cars,32
Toyota,iM,Toyota - Midsize Cars,31
Subaru,LEGACY,Subaru - Midsize Cars,30
Subaru,LEGACY,Subaru - Midsize Cars,23
Toyota,AVALON,Toyota - Midsize Cars,24
Toyota,AVALON HYBRID,Toyota - Midsize Cars,40
Toyota,CAMRY,Toyota - Midsize Cars,28
Toyota,CAMRY,Toyota - Midsize Cars,25
Toyota,CAMRY HYBRID LE,Toyota - Midsize Cars,41
Toyota,CAMRY HYBRID XLE/SE,Toyota - Midsize Cars,40
Toyota,COROLLA,Toyota - Midsize Cars,31
Toyota,COROLLA,Toyota - Midsize Cars,32
Toyota,COROLLA,Toyota - Midsize Cars,32
Toyota,COROLLA,Toyota - Midsize Cars,31
Toyota,COROLLA LE ECO,Toyota - Midsize Cars,35
Toyota,COROLLA LE ECO,Toyota - Midsize Cars,34
Toyota,PRIUS,Toyota - Midsize Cars,52
Toyota,PRIUS Eco,Toyota - Midsize Cars,56
Volkswagen Group of America,Passat,Volkswagen Group of America - Midsize Cars,29
Volkswagen Group of America,Passat,Volkswagen Group of America - Midsize Cars,23
Volvo,S80 FWD,Volvo - Midsize Cars,29
Volkswagen Group of America,A8L,Volkswagen Group of America - Large Cars,28
Volkswagen Group of America,A8L,Volkswagen Group of America - Large Cars,22
Volkswagen Group of America,A8L,Volkswagen Group of America - Large Cars,22
Volkswagen Group of America,A8L,Volkswagen Group of America - Large Cars,17
BMW,328i xDrive Gran Turismo,BMW - Large Cars,26
BMW,335i xDrive Gran Turismo,BMW - Large Cars,23
BMW,535i Gran Turismo,BMW - Large Cars,22
BMW,535i xDrive Gran Turismo,BMW - Large Cars,21
BMW,740i,BMW - Large Cars,24
BMW,750i,BMW - Large Cars,20
BMW,750i xDrive,BMW - Large Cars,19
BMW,X1 xDrive28i,BMW - Large Cars,26
General Motors,CT6,General Motors - Large Cars,25
General Motors,CT6 AWD,General Motors - Large Cars,21
General Motors,CT6 AWD,General Motors - Large Cars,22
General Motors,XTS,General Motors - Large Cars,22
General Motors,XTS AWD,General Motors - Large Cars,20
General Motors,XTS AWD,General Motors - Large Cars,18
General Motors,IMPALA,General Motors - Large Cars,25
General Motors,IMPALA,General Motors - Large Cars,22
General Motors,IMPALA,General Motors - Large Cars,22
General Motors,IMPALA LIMITED,General Motors - Large Cars,22
General Motors,SS,General Motors - Large Cars,16
General Motors,SS,General Motors - Large Cars,17
FCA US LLC,300,FCA US LLC - Large Cars,23
FCA US LLC,300,FCA US LLC - Large Cars,23
FCA US LLC,300,FCA US LLC - Large Cars,19
FCA US LLC,300 AWD,FCA US LLC - Large Cars,21
FCA US LLC,300 AWD,FCA US LLC - Large Cars,21
FCA US LLC,Charger,FCA US LLC - Large Cars,23
FCA US LLC,Charger,FCA US LLC - Large Cars,23
FCA US LLC,Charger,FCA US LLC - Large Cars,19
FCA US LLC,Charger,FCA US LLC - Large Cars,18
FCA US LLC,Charger AWD,FCA US LLC - Large Cars,21
FCA US LLC,Charger AWD,FCA US LLC - Large Cars,21
FCA US LLC,Charger SRT8,FCA US LLC - Large Cars,16
FCA US LLC,Charger SRT8,FCA US LLC - Large Cars,18
Ford Motor Company,C-MAX Hybrid FWD,Ford Motor Company - Large Cars,40
Ford Motor Company,Special Service Police FWD,Ford Motor Company - Large Cars,22
Ford Motor Company,TAURUS AWD,Ford Motor Company - Large Cars,19
Ford Motor Company,TAURUS AWD,Ford Motor Company - Large Cars,19
Ford Motor Company,TAURUS AWD FFV,Ford Motor Company - Large Cars,19
Ford Motor Company,TAURUS FWD,Ford Motor Company - Large Cars,23
Ford Motor Company,TAURUS FWD,Ford Motor Company - Large Cars,21
Ford Motor Company,TAURUS FWD FFV,Ford Motor Company - Large Cars,21
Hyundai,Azera,Hyundai - Large Cars,23
Hyundai,Azera Limited,Hyundai - Large Cars,22
Hyundai,Equus,Hyundai - Large Cars,18
Hyundai,Genesis AWD,Hyundai - Large Cars,19
Hyundai,Genesis RWD,Hyundai - Large Cars,22
Hyundai,Genesis RWD,Hyundai - Large Cars,18
Hyundai,Sonata,Hyundai - Large Cars,32
Hyundai,Sonata,Hyundai - Large Cars,26
Hyundai,Sonata,Hyundai - Large Cars,30
Hyundai,Sonata Limited,Hyundai - Large Cars,25
Hyundai,Sonata SPORT/LIMITED,Hyundai - Large Cars,29
Jaguar Land Rover L,XJ,Jaguar Land Rover L - Large Cars,21
Jaguar Land Rover L,XJ,Jaguar Land Rover L - Large Cars,18
Jaguar Land Rover L,XJ AWD,Jaguar Land Rover L - Large Cars,20
Jaguar Land Rover L,XJL,Jaguar Land Rover L - Large Cars,21
Jaguar Land Rover L,XJL,Jaguar Land Rover L - Large Cars,18
Jaguar Land Rover L,XJL AWD,Jaguar Land Rover L - Large Cars,20
Kia,Cadenza,Kia - Large Cars,22
Kia,Forte 5,Kia - Large Cars,24
Kia,Forte 5,Kia - Large Cars,24
Kia,Forte 5,Kia - Large Cars,28
Kia,K900,Kia - Large Cars,20
Kia,K900,Kia - Large Cars,18
Kia,Optima,Kia - Large Cars,32
Kia,Optima,Kia - Large Cars,25
Kia,Optima,Kia - Large Cars,28
Kia,Optima FE,Kia - Large Cars,26
Kia,Optima FE,Kia - Large Cars,30
Ford Motor Company,MKS AWD,Ford Motor Company - Large Cars,19
Ford Motor Company,MKS AWD,Ford Motor Company - Large Cars,19
Ford Motor Company,MKS FWD,Ford Motor Company - Large Cars,20
Maserati,QUATTROPORTE GTS,Maserati - Large Cars,17
Maserati,QUATTROPORTE S,Maserati - Large Cars,18
Maserati,QUATTROPORTE SQ4 V6,Maserati - Large Cars,18
Mercedes-Benz,AMG S 63 4MATIC,Mercedes-Benz - Large Cars,18
Mercedes-Benz,AMG S 65,Mercedes-Benz - Large Cars,15
Mercedes-Benz,Maybach S 600,Mercedes-Benz - Large Cars,15
Mercedes-Benz,S 550,Mercedes-Benz - Large Cars,20
Mercedes-Benz,S 550 4MATIC,Mercedes-Benz - Large Cars,19
Mercedes-Benz,S 600,Mercedes-Benz - Large Cars,16
Porsche,Panamera,Porsche - Large Cars,22
Porsche,Panamera 4,Porsche - Large Cars,21
Porsche,Panamera 4S,Porsche - Large Cars,21
Porsche,Panamera 4S Executive,Porsche - Large Cars,20
Porsche,Panamera GTS,Porsche - Large Cars,19
Porsche,Panamera S,Porsche - Large Cars,21
Porsche,Panamera Turbo,Porsche - Large Cars,18
Porsche,Panamera Turbo Executive,Porsche - Large Cars,18
Porsche,Panamera Turbo S,Porsche - Large Cars,18
Porsche,Panamera Turbo S Executive,Porsche - Large Cars,18
Rolls-Royce,Ghost,Rolls-Royce - Large Cars,15
Rolls-Royce,Ghost EWB,Rolls-Royce - Large Cars,15
Rolls-Royce,Phantom,Rolls-Royce - Large Cars,14
Rolls-Royce,Phantom EWB,Rolls-Royce - Large Cars,14
Volkswagen Group of America,allroad quattro,Volkswagen Group of America - Small Station Wagons,24
BMW,328d xDrive Sports Wagon,BMW - Small Station Wagons,34
BMW,328i xDrive Sports Wagon,BMW - Small Station Wagons,26
General Motors,SONIC 5,General Motors - Small Station Wagons,31
General Motors,SONIC 5,General Motors - Small Station Wagons,33
General Motors,SONIC 5,General Motors - Small Station Wagons,28
General Motors,SONIC 5,General Motors - Small Station Wagons,30
FCA US LLC,500L,FCA US LLC - Small Station Wagons,25
FCA US LLC,500L,FCA US LLC - Small Station Wagons,28
Honda,FIT,Honda - Small Station Wagons,36
Honda,FIT,Honda - Small Station Wagons,35
Honda,FIT,Honda - Small Station Wagons,32
Nissan,QX50,Nissan - Small Station Wagons,20
Nissan,QX50 AWD,Nissan - Small Station Wagons,20
Kia,Soul,Kia - Small Station Wagons,26
Kia,Soul,Kia - Small Station Wagons,26
Kia,Soul,Kia - Small Station Wagons,27
Kia,Soul ECO dynamics,Kia - Small Station Wagons,27
Nissan,JUKE,Nissan - Small Station Wagons,30
Nissan,JUKE,Nissan - Small Station Wagons,30
Nissan,JUKE AWD,Nissan - Small Station Wagons,28
Nissan,JUKE NISMO RS,Nissan - Small Station Wagons,27
Nissan,JUKE NISMO RS AWD,Nissan - Small Station Wagons,27
Subaru,IMPREZA SPORT,Subaru - Small Station Wagons,31
Subaru,IMPREZA SPORT,Subaru - Small Station Wagons,28
Subaru,IMPREZA WAGON,Subaru - Small Station Wagons,31
Subaru,IMPREZA WAGON,Subaru - Small Station Wagons,28
Volkswagen Group of America,Golf SportWagen,Volkswagen Group of America - Small Station Wagons,29
Volkswagen Group of America,Golf SportWagen,Volkswagen Group of America - Small Station Wagons,29
Volvo,V60 AWD,Volvo - Small Station Wagons,25
Volvo,V60 AWD,Volvo - Small Station Wagons,23
Volvo,V60 AWD,Volvo - Small Station Wagons,21
Volvo,V60 FWD,Volvo - Small Station Wagons,29
Volvo,V60 Polestar AWD,Volvo - Small Station Wagons,21
Volvo,V60CC AWD,Volvo - Small Station Wagons,23
Mercedes-Benz,AMG E 63 S 4MATIC (stat. wagon),Mercedes-Benz - Midsize Station Wagons,18
Mercedes-Benz,AMG GLA 45 4MATIC,Mercedes-Benz - Midsize Station Wagons,25
Mercedes-Benz,E 350 4Matic (Wagon),Mercedes-Benz - Midsize Station Wagons,22
Mercedes-Benz,GLA 250,Mercedes-Benz - Midsize Station Wagons,29
Nissan,MURANO AWD,Nissan - Midsize Station Wagons,24
Nissan,MURANO FWD,Nissan - Midsize Station Wagons,24
Nissan,MURANO Hybrid AWD,Nissan - Midsize Station Wagons,28
Nissan,MURANO Hybrid FWD,Nissan - Midsize Station Wagons,29
Toyota,PRIUS v,Toyota - Midsize Station Wagons,42
General Motors,COLORADO 2WD,General Motors - Small Pick-up Trucks 2WD,22
General Motors,COLORADO 2WD,General Motors - Small Pick-up Trucks 2WD,22
General Motors,COLORADO 2WD,General Motors - Small Pick-up Trucks 2WD,25
General Motors,COLORADO 2WD,General Motors - Small Pick-up Trucks 2WD,21
General Motors,CANYON 2WD,General Motors - Small Pick-up Trucks 2WD,22
General Motors,CANYON 2WD,General Motors - Small Pick-up Trucks 2WD,22
General Motors,CANYON 2WD,General Motors - Small Pick-up Trucks 2WD,25
General Motors,CANYON 2WD,General Motors - Small Pick-up Trucks 2WD,21
Nissan,FRONTIER 2WD,Nissan - Small Pick-up Trucks 2WD,19
Nissan,FRONTIER 2WD,Nissan - Small Pick-up Trucks 2WD,21
Nissan,FRONTIER 2WD,Nissan - Small Pick-up Trucks 2WD,18
Nissan,FRONTIER 2WD,Nissan - Small Pick-up Trucks 2WD,19
Toyota,TACOMA 2WD,Toyota - Small Pick-up Trucks 2WD,21
Toyota,TACOMA 2WD,Toyota - Small Pick-up Trucks 2WD,21
General Motors,COLORADO 4WD,General Motors - Small Pick-up Trucks 4WD,21
General Motors,COLORADO 4WD,General Motors - Small Pick-up Trucks 4WD,23
General Motors,COLORADO 4WD,General Motors - Small Pick-up Trucks 4WD,20
General Motors,CANYON 4WD,General Motors - Small Pick-up Trucks 4WD,21
General Motors,CANYON 4WD,General Motors - Small Pick-up Trucks 4WD,23
General Motors,CANYON 4WD,General Motors - Small Pick-up Trucks 4WD,20
Nissan,FRONTIER 4WD,Nissan - Small Pick-up Trucks 4WD,17
Nissan,FRONTIER 4WD,Nissan - Small Pick-up Trucks 4WD,18
Toyota,TACOMA 4WD,Toyota - Small Pick-up Trucks 4WD,20
Toyota,TACOMA 4WD,Toyota - Small Pick-up Trucks 4WD,20
Toyota,TACOMA 4WD,Toyota - Small Pick-up Trucks 4WD,20
Toyota,TACOMA 4WD,Toyota - Small Pick-up Trucks 4WD,19
Toyota,Tacoma 4WD Double Cab,Toyota - Small Pick-up Trucks 4WD,18
General Motors,C15 SILVERADO 2WD,General Motors - Standard Pick-up Trucks 2WD,20
General Motors,C15 SILVERADO 2WD,General Motors - Standard Pick-up Trucks 2WD,19
General Motors,C15 SILVERADO 2WD,General Motors - Standard Pick-up Trucks 2WD,19
General Motors,C15 SILVERADO 2WD,General Motors - Standard Pick-up Trucks 2WD,18
General Motors,C15 SILVERADO 2WD,General Motors - Standard Pick-up Trucks 2WD,17
Ford Motor Company,F150 2.7L 2WD GVWR,Ford Motor Company - Standard Pick-up Trucks 2WD,21
Ford Motor Company,F150 2WD,Ford Motor Company - Standard Pick-up Trucks 2WD,22
Ford Motor Company,F150 2WD,Ford Motor Company - Standard Pick-up Trucks 2WD,20
Ford Motor Company,F150 2WD FFV,Ford Motor Company - Standard Pick-up Trucks 2WD,20
Ford Motor Company,F150 2WD FFV,Ford Motor Company - Standard Pick-up Trucks 2WD,18
Ford Motor Company,F150 3.5L 2WD GVWR,Ford Motor Company - Standard Pick-up Trucks 2WD,18
Ford Motor Company,F150 5.0L 2WD FFV GVWR,Ford Motor Company - Standard Pick-up Trucks 2WD,16
General Motors,C15 SIERRA 2WD,General Motors - Standard Pick-up Trucks 2WD,20
General Motors,C15 SIERRA 2WD,General Motors - Standard Pick-up Trucks 2WD,19
General Motors,C15 SIERRA 2WD,General Motors - Standard Pick-up Trucks 2WD,19
General Motors,C15 SIERRA 2WD,General Motors - Standard Pick-up Trucks 2WD,18
General Motors,C15 SIERRA 2WD,General Motors - Standard Pick-up Trucks 2WD,17
FCA US LLC,1500 4X2,FCA US LLC - Standard Pick-up Trucks 2WD,23
FCA US LLC,1500 4X2,FCA US LLC - Standard Pick-up Trucks 2WD,20
FCA US LLC,1500 4X2,FCA US LLC - Standard Pick-up Trucks 2WD,16
FCA US LLC,1500 4X2,FCA US LLC - Standard Pick-up Trucks 2WD,17
FCA US LLC,1500 HFE 4X2,FCA US LLC - Standard Pick-up Trucks 2WD,24
FCA US LLC,1500 HFE 4X2,FCA US LLC - Standard Pick-up Trucks 2WD,21
Toyota,TUNDRA 2WD,Toyota - Standard Pick-up Trucks 2WD,16
Toyota,TUNDRA 2WD,Toyota - Standard Pick-up Trucks 2WD,15
Toyota,TUNDRA 2WD FFV,Toyota - Standard Pick-up Trucks 2WD,15
General Motors,K15 SILVERADO 4WD,General Motors - Standard Pick-up Trucks 4WD,19
General Motors,K15 SILVERADO 4WD,General Motors - Standard Pick-up Trucks 4WD,18
General Motors,K15 SILVERADO 4WD,General Motors - Standard Pick-up Trucks 4WD,18
General Motors,K15 SILVERADO 4WD,General Motors - Standard Pick-up Trucks 4WD,17
General Motors,K15 SILVERADO 4WD,General Motors - Standard Pick-up Trucks 4WD,17
Ford Motor Company,F150 2.7L 4WD GVWR,Ford Motor Company - Standard Pick-up Trucks 4WD,19
Ford Motor Company,F150 3.5L 4WD GVWR,Ford Motor Company - Standard Pick-up Trucks 4WD,17
Ford Motor Company,F150 4WD,Ford Motor Company - Standard Pick-up Trucks 4WD,20
Ford Motor Company,F150 4WD,Ford Motor Company - Standard Pick-up Trucks 4WD,18
Ford Motor Company,F150 4WD FFV,Ford Motor Company - Standard Pick-up Trucks 4WD,19
Ford Motor Company,F150 4WD FFV,Ford Motor Company - Standard Pick-up Trucks 4WD,17
Ford Motor Company,F150 5.0L 4WD FFV GVWR,Ford Motor Company - Standard Pick-up Trucks 4WD,16
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,19
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,18
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,18
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,17
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,17
FCA US LLC,1500 4X4,FCA US LLC - Standard Pick-up Trucks 4WD,22
FCA US LLC,1500 4X4,FCA US LLC - Standard Pick-up Trucks 4WD,19
FCA US LLC,1500 4X4,FCA US LLC - Standard Pick-up Trucks 4WD,15
FCA US LLC,1500 4X4,FCA US LLC - Standard Pick-up Trucks 4WD,17
Toyota,TUNDRA 4WD,Toyota - Standard Pick-up Trucks 4WD,16
Toyota,TUNDRA 4WD,Toyota - Standard Pick-up Trucks 4WD,15
Toyota,TUNDRA 4WD FFV,Toyota - Standard Pick-up Trucks 4WD,15
General Motors,G2500 EXPRESS 2WD PASS MDPV,"General Motors - Vans, Passenger Type",13
General Motors,G3500 EXPRESS 2WD PASS MDPV,"General Motors - Vans, Passenger Type",12
Ford Motor Company,Transit T150 Wagon,"Ford Motor Company - Vans, Passenger Type",16
Ford Motor Company,Transit T150 Wagon FFV,"Ford Motor Company - Vans, Passenger Type",16
General Motors,G2500 SAVANA 2WD PASS MDPV,"General Motors - Vans, Passenger Type",13
General Motors,G3500 SAVANA 2WD PASS MDPV,"General Motors - Vans, Passenger Type",12
General Motors,XTS HEARSE,General Motors - Special Purpose Vehicle 2WD,17
General Motors,XTS LIMO,General Motors - Special Purpose Vehicle 2WD,17
Nissan,City Express Cargo Van,Nissan - Special Purpose Vehicle 2WD,25
Ford Motor Company,Transit Connect Van 2WD,Ford Motor Company - Special Purpose Vehicle 2WD,25
Ford Motor Company,Transit Connect Van 2WD,Ford Motor Company - Special Purpose Vehicle 2WD,23
Ford Motor Company,TRANSIT CONNECT VAN FFV,Ford Motor Company - Special Purpose Vehicle 2WD,23
Ford Motor Company,TRANSIT CONNECT WAGON FFV,Ford Motor Company - Special Purpose Vehicle 2WD,22
Ford Motor Company,TRANSIT CONNECT WAGON FWD,Ford Motor Company - Special Purpose Vehicle 2WD,25
Ford Motor Company,TRANSIT CONNECT WAGON FWD,Ford Motor Company - Special Purpose Vehicle 2WD,22
Ford Motor Company,TRANSIT CONNECT WAGON LWB FFV,Ford Motor Company - Special Purpose Vehicle 2WD,22
Ford Motor Company,Transit Connect Wagon LWB FWD,Ford Motor Company - Special Purpose Vehicle 2WD,22
Ford Motor Company,MKT LIVERY FWD,Ford Motor Company - Special Purpose Vehicle 2WD,21
Mercedes-Benz,Metris (Cargo Van),Mercedes-Benz - Special Purpose Vehicle 2WD,22
Mercedes-Benz,Metris (Passenger Van),Mercedes-Benz - Special Purpose Vehicle 2WD,22
Nissan,NV200 Cargo Van,Nissan - Special Purpose Vehicle 2WD,25
Nissan,NV200 NYC Taxi,Nissan - Special Purpose Vehicle 2WD,24
FCA US LLC,Promaster City,FCA US LLC - Special Purpose Vehicle 2WD,24
Ford Motor Company,MKT LIVERY AWD,Ford Motor Company - Special Purpose Vehicle 4WD,18
General Motors,C15 SILVERADO 2WD CAB CHASSIS,General Motors - Special Purpose Vehicle cab chassis,17
General Motors,COLORADO CAB CHASSIS 2WD,General Motors - Special Purpose Vehicle cab chassis,16
General Motors,K15 SILVERADO 4WD CAB CHASSIS,General Motors - Special Purpose Vehicle cab chassis,17
General Motors,C15 SIERRA 2WD CAB CHASSIS,General Motors - Special Purpose Vehicle cab chassis,17
General Motors,CANYON CAB CHASSIS 2WD,General Motors - Special Purpose Vehicle cab chassis,16
General Motors,K15 SIERRA 4WD CAB CHASSIS,General Motors - Special Purpose Vehicle cab chassis,17
FCA US LLC,Town & Country,"FCA US LLC - Special Purpose Vehicle, minivan 2WD",20
FCA US LLC,Town & Country,"FCA US LLC - Special Purpose Vehicle, minivan 2WD",20
FCA US LLC,Grand Caravan,"FCA US LLC - Special Purpose Vehicle, minivan 2WD",20
FCA US LLC,Grand Caravan,"FCA US LLC - Special Purpose Vehicle, minivan 2WD",20
Honda,ODYSSEY 2WD,"Honda - Special Purpose Vehicle, minivan 2WD",22
Kia,Sedona,"Kia - Special Purpose Vehicle, minivan 2WD",20
Kia,Sedona SX,"Kia - Special Purpose Vehicle, minivan 2WD",21
Kia,Sedona SXL,"Kia - Special Purpose Vehicle, minivan 2WD",19
Nissan,QUEST,"Nissan - Special Purpose Vehicle, minivan 2WD",23
Toyota,SIENNA,"Toyota - Special Purpose Vehicle, minivan 2WD",21
Toyota,SIENNA AWD,"Toyota - Special Purpose Vehicle, minivan 4WD",19
Honda,MDX 2WD,Honda - Small SUV 2WD,22
Honda,MDX 2WD,Honda - Small SUV 2WD,23
Honda,RDX 2WD,Honda - Small SUV 2WD,23
BMW,X3 sDrive 28i,BMW - Small SUV 2WD,24
General Motors,ENCORE,General Motors - Small SUV 2WD,28
